,employee_id,name,gender,dates_of_birth,email,phone_number,address,department,job_titles,manager_id,hire_date,salary,employment_status,employee_type,education_level,certifications,skills,performance_ratings,work_experience,benefits_enrollment,city,work_hours,employee_status,emergency_contacts
912,9202,Joseph Vaughn,Non-Binary,10/3/1980,timromero@example.com,(520)227-5196x273,"66143 Erin Isle
West Alexismouth, WY 06890",Finance,Biomedical engineer,1,7/26/2019,89264,Part-time,Regular,PhD,budget,"modern, spring, card, onto",4,Father really peace inside else.,"difference, clearly, notice",Danafort,5-Sep,On Leave,Todd Zimmerman: (304)807-2400
913,7628,Marie Bishop,Female,5/3/1994,lisa24@example.com,843-486-1054x942,"887 Rojas Greens Apt. 876
North Lisa, TX 98153",Engineering,Newspaper journalist,6,12/26/2018,75775,Part-time,Contract,Master's Degree,"star, Mr","see, store, plant, fact",5,Along reflect national. Fear on nation bring support east collection subject.,"employee, line",Hubbardville,8-Dec,On Leave,Virginia Taylor: +1-869-907-6818x47834
914,7403,George Jones,Female,7/27/1962,gomezmichael@example.com,296.814.4830,"795 Brown Skyway Suite 127
Grimesberg, MS 26437",Engineering,Quantity surveyor,4,8/13/2022,92181,Part-time,Contract,Associate Degree,"example, art, future","same, put",1,Example plant necessary firm know alone.,"mind, trouble, follow",Port Daleside,8-Dec,Terminated,Martin Taylor: 637.742.0303
915,5833,Jennifer Rogers,Male,7/7/2005,tiffanyholt@example.org,(889)409-8274,"311 Mccann Path
New Toddfort, MO 02516",Finance,"Runner, broadcasting/film/video",3,7/18/2021,79896,Full-time,Temporary,High School,"series, place","mention, tonight, leg, protect",2,Laugh color pull risk threat bar.,thank,Dickersonton,Night Shift,On Leave,Melissa Gaines: 776-568-5569x6636
916,8580,Michael Lowe,Female,9/1/1958,vincenttodd@example.org,001-533-771-0596x03243,"PSC 1016, Box 1090
APO AP 35819",IT,Meteorologist,7,9/6/2019,89597,Part-time,Contract,PhD,ready,"campaign, open, value",2,Sign network live.,own,New Josephland,5-Sep,Active,Stephanie Mcintosh: 262.726.5420
917,8129,Danielle Wallace,Non-Binary,8/16/1974,erinmendez@example.org,(546)990-3438x1657,"282 Ayala Estate
South Suzanne, NY 00931",IT,Writer,2,3/6/2022,56612,Full-time,Regular,High School,send,"difference, choice, during, rather, like",3,Produce evening do.,"his, thus",Chanfurt,Night Shift,Terminated,Amanda Larsen: +1-480-874-6241x32176
918,7745,Melissa Black,Male,5/28/1999,juarezchristopher@example.org,001-862-934-0480x6822,"9918 Miller Land Apt. 330
Dannyport, CA 79335",HR,Barrister's clerk,7,7/28/2021,111402,Contractor,Temporary,Master's Degree,"magazine, computer, work","memory, low, after, attention",3,Impact contain success campaign direction whether size. I never fine operation hour expert performance.,"stop, mouth",North Johnborough,8-Dec,Terminated,James Harris: 515.364.3215
919,4817,Erica Sutton,Male,9/7/1995,brianna03@example.org,903-280-5367,"92493 Miller Cove Apt. 318
Nathanmouth, VA 16806",HR,Herpetologist,5,2/17/2021,108574,Contractor,Regular,Associate Degree,"federal, stuff, scene","must, environment, somebody, significant",2,Main ready song watch value.,"remain, this",Lake Monica,Night Shift,Active,Christine Huynh: 356.655.3942x372
920,2245,Justin Smith,Male,9/15/1966,maurice98@example.net,(470)956-0419,"3654 Nichols Plain Apt. 684
Paulmouth, PW 04635",IT,Environmental health practitioner,4,11/7/2019,74840,Contractor,Regular,PhD,"they, age, buy","thus, nor, long, full, environment",1,Everybody be impact sound.,per,Port Tracyport,5-Sep,Active,Shannon Malone: +1-267-448-0792x440
921,5637,Abigail Simpson,Male,11/30/1983,sfrederick@example.net,(610)894-9400,"4376 Pace Haven Suite 992
Clarkmouth, MI 08170",Marketing,"Therapist, sports",9,5/28/2019,113900,Part-time,Temporary,PhD,anything,"fly, call",2,Amount current rest move already final my. Other could style rich movie make food.,ahead,North Jonathan,Night Shift,Active,Michael Gillespie: +1-218-628-7245x3976
922,4921,Billy Williams,Male,10/12/1975,davidwall@example.net,604.430.2372x45595,"0892 Corey Gardens Suite 985
Port Joseph, NM 68095",HR,Quality manager,1,1/21/2022,102157,Full-time,Temporary,Master's Degree,"bar, deal, worry","table, cup, represent, land, offer",5,Theory movement admit agency.,whole,Kaylafort,Night Shift,On Leave,Dr. William Craig: +1-425-643-4540
923,5416,Sylvia Andrews,Female,3/24/1967,oharris@example.org,+1-872-841-5687x3906,"9394 Wall Brook Apt. 369
Powellhaven, IN 97958",IT,Gaffer,1,5/8/2022,73799,Full-time,Contract,Master's Degree,"order, herself","finally, enjoy, training, spend",5,Name our strong close gas politics.,"agreement, Republican, ok",East Kellybury,5-Sep,On Leave,Brittany Craig: 258.387.0433x2676
924,6553,David James,Female,7/26/1976,krich@example.net,945-564-6795x3680,"560 Debra Spur Apt. 839
Williamston, CO 19566",Marketing,"Education officer, environmental",1,12/12/2018,89422,Part-time,Regular,Bachelor's Degree,"technology, animal, how","series, mention",3,Smile to staff bit age. Partner campaign to four nor fish number.,"local, leg, behavior",Joshuamouth,Night Shift,Terminated,Heather Harrell: 304-679-1288
925,6073,Mr. Julian Copeland,Female,1/3/1969,kaitlynklein@example.com,5439025642,"1818 Nicholas Valley Apt. 459
Lindsaystad, OK 23699",Finance,Computer games developer,2,11/11/2021,106314,Part-time,Temporary,Master's Degree,"risk, born","hotel, nation",2,Remain occur reach stock. Require far worry include trial seat always agree.,throw,Howellport,8-Dec,Active,Jonathan Hutchinson: 387.748.4297x5880
926,6711,Laura Taylor,Male,3/17/1958,bcross@example.org,523-497-3476,"3349 Carrie Centers
Port Crystalberg, MO 38064",Finance,Naval architect,8,1/8/2019,98637,Full-time,Temporary,Master's Degree,strategy,"former, TV, movement",1,Quickly choose product she whether voice. Reason beautiful example simple.,unit,Osbornechester,8-Dec,Active,Travis Martinez: +1-316-266-7318x5320
927,6387,Allen Hernandez,Female,5/10/1997,reynoldsjake@example.com,(253)356-3387,"Unit 1492 Box 1361
DPO AP 87248",Marketing,Armed forces operational officer,10,1/2/2020,80772,Full-time,Regular,Master's Degree,"democratic, leg, high","exist, question, federal, newspaper, report",5,Fish artist TV education spend require offer focus.,"grow, concern",Port Tanyafurt,Night Shift,Active,Brandi Richard: +1-335-746-1805x861
928,2626,Jordan May,Female,6/5/1999,adam60@example.net,4275542852,"PSC 7085, Box 8342
APO AE 81634",Finance,Retail merchandiser,6,1/25/2019,90994,Part-time,Contract,High School,tough,"usually, trade, mention, sure",5,Couple reduce may will visit attack. Exist involve economy practice.,"site, particular",Gutierrezfort,8-Dec,On Leave,Courtney Dean: (985)585-4774
929,7605,Anthony Nicholson,Female,3/6/1979,dboyd@example.com,(601)310-7911,"PSC 1352, Box 4158
APO AA 38993",Finance,IT consultant,3,7/17/2020,56953,Contractor,Temporary,High School,"human, throughout, often","travel, fast",5,Nor up community back list.,position,Ramirezfort,8-Dec,Terminated,Michael Vega: 783-306-3937
930,8215,Kimberly Diaz,Male,4/14/1990,hsims@example.com,001-501-921-9973x198,"35717 Christopher Fort Suite 199
North Mackenziebury, NY 36123",HR,Financial manager,1,5/18/2022,40522,Full-time,Contract,PhD,"far, generation, something","put, option, budget",3,Run order partner cultural cell. Top only shake various vote audience.,"bed, could, hard",Port Latashafurt,5-Sep,On Leave,Brandi Miller: 001-720-384-7961x728
931,8650,Annette Fields,Non-Binary,4/1/1965,deborahnelson@example.net,630-343-9415x5463,"67920 Bruce Summit Suite 915
Ralphfort, WV 80214",HR,Acupuncturist,1,11/27/2018,119245,Contractor,Regular,High School,"wish, state","strategy, but, continue, sing, within",1,Remember explain for someone country mother. Fight perhaps continue relate.,"open, business, establish",Port Gail,8-Dec,Active,Eric Gonzalez: 8945365105
932,9579,Sean Morgan,Female,4/25/1993,james56@example.org,7722292704,"02272 Hernandez Field
North Nathanbury, NM 99909",IT,Maintenance engineer,9,6/19/2020,45956,Full-time,Contract,PhD,everyone,"gun, air",3,Someone product though government life. Seven Congress measure really wide.,"lose, reason",Loritown,8-Dec,Terminated,Anthony Baker: 4234477251
933,9086,Hannah Sims,Non-Binary,12/29/2001,martineznancy@example.com,(728)455-3218,"48767 Butler Common
Port Benjamin, NM 59224",HR,Health promotion specialist,10,4/25/2021,63960,Part-time,Contract,Associate Degree,"heavy, wind, military","claim, least",1,Include production friend inside imagine. Home clear worry free set.,bag,Josephborough,Night Shift,Terminated,Ellen Golden: 745.521.9498x6614
934,4115,Nicole Smith,Male,10/9/1981,sotojamie@example.org,397-853-0884x94629,"06960 Lawson Cliffs
New Angelafort, OK 59463",Marketing,Armed forces logistics/support/administrative officer,7,3/25/2022,75705,Contractor,Contract,Master's Degree,"choice, though, himself","look, stuff, vote, after, manager",2,Financial too successful machine. Sell lose coach under second medical from.,"administration, return, person",Gregoryburgh,Night Shift,Active,Alexander Bowen: (390)357-2147x4076
935,8674,Brett Wilson,Non-Binary,9/16/1979,bonnie84@example.org,001-961-826-7983,"19628 Nicholas Green
North Valerie, ID 30516",HR,"Investment banker, operational",7,3/13/2022,42428,Contractor,Regular,PhD,"ready, ever","fish, national, another",1,Them impact however member. Professor media become what open side free.,"artist, nature",New Micheleland,5-Sep,Terminated,Steven Jensen: 001-604-539-2834x0952
936,6620,Cynthia Walker,Non-Binary,12/9/1990,meagan25@example.org,228-721-6383x270,"PSC 3952, Box 6838
APO AP 29415",IT,Data processing manager,5,12/19/2022,89915,Part-time,Contract,PhD,"per, year, appear","leg, main, certain, authority, piece",1,Pull economic to put before. Fear water bank class fine.,detail,Adamsport,Night Shift,Active,Lisa Krause: 9298980397
937,6490,Carlos Marks,Non-Binary,10/4/1987,mary49@example.org,701.475.5574,"6367 Ashley Valleys
South Cindy, MP 34620",Finance,"Administrator, education",2,3/3/2021,117021,Contractor,Temporary,Associate Degree,fire,"hold, save",4,Result up hospital might again over heart.,"increase, follow, my",Kevinbury,8-Dec,On Leave,Aaron Chapman: (317)794-9506
938,8828,Eric Mata,Male,4/30/1997,morganjones@example.org,658-948-6360x32847,"347 George Vista Apt. 192
Amandatown, LA 88885",Finance,Theme park manager,9,12/20/2019,44007,Full-time,Regular,Associate Degree,"call, most, condition","message, pass, explain, computer",3,College will moment far detail open. Win time something onto hand answer view make.,"fast, person, be",Delgadostad,5-Sep,Terminated,Karen Lee: +1-292-345-1836
939,7886,Mark Barnett,Male,1/19/1969,charles36@example.org,848-610-2799x350,"25666 Scott Village
North Jonathan, HI 55563",HR,Armed forces logistics/support/administrative officer,3,2/11/2023,48431,Part-time,Regular,Master's Degree,suggest,"we, without, why, everyone, people",3,Including sing sign. Add will top force society short role.,science,Michaelfurt,8-Dec,Terminated,Travis Kelly: +1-655-583-0168
940,5265,Clayton Lester,Female,11/27/1967,kferguson@example.org,+1-998-604-6538x159,"12078 Kristina Turnpike
Lake Christyshire, MD 88151",Marketing,Ranger/warden,3,7/14/2023,53945,Part-time,Temporary,Master's Degree,"effect, writer, less","seem, which",1,Center short team kind tough. Avoid man high difference reflect free.,"party, indeed, we",Haasshire,5-Sep,Active,Carrie Ramirez: 340.478.6542
941,3478,Kelsey Hopkins,Female,12/14/1969,jessica04@example.org,472-444-0399,"321 Matthew Forge
South Nicoleshire, LA 64572",Finance,Medical physicist,8,8/29/2021,72645,Part-time,Regular,Associate Degree,"voice, before","note, view",4,Card or must theory I kind defense window.,speech,East Lisa,Night Shift,Terminated,Anna Flores: 319-925-2883x055
942,3541,Ashley Larsen,Non-Binary,11/29/1967,dnoble@example.com,(678)262-0027x9237,"4238 Ricardo Dale Suite 714
Rebeccaport, MD 82601",Marketing,Plant breeder/geneticist,7,11/20/2022,119272,Part-time,Temporary,Master's Degree,"election, care","watch, some, discuss, successful, everything",1,Degree argue different little leg shoulder. Rate staff find test technology.,present,North Davidmouth,8-Dec,Active,Brian Durham: 001-624-520-0004x45850
943,8218,Ashley Lopez,Female,9/5/1962,wrightamy@example.com,001-704-316-8102,"99465 Danny Radial Suite 301
North Leahport, PW 85994",Marketing,Manufacturing engineer,5,11/14/2019,42416,Contractor,Regular,High School,"American, interesting, commercial","organization, family, yes",5,Quite project issue high woman.,"behavior, everybody",East Madison,8-Dec,On Leave,Barbara Anderson: +1-541-537-5163x913
944,2025,Michael Thompson,Male,5/22/1958,rollinssusan@example.net,+1-748-630-7719x35800,"493 Jones Parkway
Austinburgh, VI 17133",Engineering,Adult nurse,5,3/6/2020,105724,Part-time,Temporary,Master's Degree,stage,"by, blue, quite",3,Enough process high represent by third cover stay.,"act, hot, begin",Shawnhaven,Night Shift,On Leave,Randall Smith: +1-760-861-5815x08959
945,3607,Sarah Frazier,Female,9/20/1997,christiansalazar@example.com,835-265-2072x38770,"14884 Jack Drive
Paulafurt, CT 79853",Marketing,Dancer,9,3/16/2020,73188,Part-time,Contract,Master's Degree,"go, front, foot","keep, rather",4,Citizen fish performance popular.,begin,Owenchester,Night Shift,On Leave,Ronald Horn: (748)905-1904x8891
946,2553,Patricia Rose,Female,2/17/1989,meganjohnson@example.com,001-506-329-8639x759,"614 Davis Road Suite 334
Port Charlesville, NE 80690",Engineering,Editorial assistant,2,4/7/2023,77356,Full-time,Contract,Master's Degree,"task, rather","if, citizen, scientist, early",4,Talk benefit bring others later exist.,"fall, consumer",Tiffanyfort,8-Dec,Terminated,Michael Oconnor: 845-506-9514x4839
947,2567,Rachael Andrews,Male,6/22/1987,ldean@example.org,(375)892-2155x866,"0221 Cowan Flat Apt. 977
Lake Alan, PW 01795",Marketing,Soil scientist,10,12/21/2022,96020,Contractor,Regular,Associate Degree,"scene, join","cut, add, grow",3,Mind night able as poor beyond somebody.,"left, team, deal",Walshshire,5-Sep,Active,Breanna Conway: 9982553156
948,8568,Robert Hall,Male,10/7/1975,nmiller@example.com,548.670.7685,"224 Graves Radial Suite 302
Port Stephenmouth, NM 68850",Marketing,"Engineer, electronics",2,11/19/2018,43654,Part-time,Regular,Bachelor's Degree,population,"piece, police, study, spend",1,Today friend change medical area provide produce assume. Spring able head best.,"Mr, game, author",Kimberlyfort,Night Shift,Active,Ryan Smith: 566-752-7192
949,4954,Christopher Morales,Male,8/12/2002,mooremary@example.net,001-985-710-0467x0471,"7277 Kristin Vista Apt. 991
Grayborough, IL 51718",Finance,Hotel manager,7,6/26/2019,78392,Contractor,Regular,Master's Degree,of,"college, mind",4,Mind kitchen newspaper my. Tonight item crime without on figure.,"contain, entire, onto",Wagnerfort,Night Shift,On Leave,Virginia Mills: (545)572-8334x4911
950,8793,Michael Pacheco,Non-Binary,7/31/1958,mollymoore@example.com,893-896-3499x8143,"12302 Hicks Divide
South Kim, VA 82032",HR,Photographer,6,10/19/2019,52653,Part-time,Regular,Bachelor's Degree,"thank, eat","you, wide, top, leader, message",4,Describe sing sense quite early serve great. Generation over civil detail his include long.,throw,Ronaldshire,Night Shift,Active,Derek Mcintosh: 496.335.2260x010
951,9369,Brian Newman,Male,1/27/2004,tsutton@example.net,-6409,"8290 Michelle Glen Suite 388
Port Brianport, AL 22793",Marketing,Quality manager,4,12/28/2018,47894,Contractor,Contract,High School,whatever,"data, probably",5,Expert arrive two man. Officer former body necessary can loss.,box,West Zacharyton,8-Dec,Terminated,Crystal Peters: +1-926-754-7645
952,1455,Daniel Roman,Female,11/25/1968,susan21@example.org,484.636.2751x7555,"08373 Barbara Run Apt. 357
Yatestown, CO 02240",Finance,"Engineer, manufacturing systems",10,5/24/2020,83590,Full-time,Regular,Associate Degree,"believe, measure, month","across, artist, civil, especially",5,Develop building sometimes start commercial.,"person, this, practice",Wheelerland,8-Dec,Terminated,Kelsey Evans: (283)305-7316x730
953,4163,Matthew Roberson,Male,7/19/1974,shirley80@example.com,001-414-493-9546x60190,"706 Brewer Pines Suite 657
Michellemouth, NH 02895",Engineering,"Engineer, electronics",10,9/1/2023,113036,Contractor,Regular,PhD,"trial, laugh, as","clearly, material, responsibility, look, use",2,Skin course position concern go. Summer still popular fire democratic.,southern,Pottertown,Night Shift,Terminated,Amber Frederick: (900)561-7778
954,9828,Mariah Green,Female,7/13/1973,crystal75@example.com,981.265.1488x110,"673 Nicholas Vista
North Christinaview, IL 57882",Engineering,Chief Strategy Officer,5,3/16/2023,89776,Full-time,Regular,Bachelor's Degree,hospital,"level, require",5,Animal now travel pressure open fish. Beat girl entire heart seek somebody.,"how, lose, table",Loriborough,8-Dec,Terminated,Troy Murray: 819.947.1251
955,3304,Tammy Hunter,Female,10/17/1999,nelsondana@example.net,(453)692-3476,"788 David Cliff
Mcclureland, MD 46276",IT,"Designer, industrial/product",8,1/23/2020,52787,Part-time,Regular,Associate Degree,so,"enter, garden",1,To remain little travel fish.,join,North Lucas,8-Dec,Terminated,Amy Anderson: (710)833-0438x1661
